"No.","Time","Source","Destination","Protocol","Length","Info"
"7572","97.911705","192.168.1.52","192.168.1.40","UDP","1036","23682  >  41595 Len=994"
"7573","97.911705","192.168.1.52","192.168.1.40","UDP","1036","23682  >  41595 Len=994"
"7574","97.911705","192.168.1.52","192.168.1.40","UDP","1036","23682  >  41595 Len=994"
"7575","97.913441","192.168.1.52","192.168.1.40","UDP","111","23682  >  41595 Len=69"
"7576","97.932805","192.168.1.52","192.168.1.40","UDP","116","23682  >  41595 Len=74"
"7577","97.941479","192.168.1.40","192.168.1.52","UDP","117","41595  >  23682 Len=75"
"7578","97.974399","192.168.1.40","192.168.1.52","UDP","117","41595  >  23682 Len=75"
"7579","97.974425","192.168.1.40","192.168.1.52","UDP","133","41595  >  23682 Len=91"
"7580","98.002882","192.168.1.52","192.168.1.40","UDP","113","23682  >  41595 Len=71"
"7581","98.002882","192.168.1.52","192.168.1.40","UDP","115","23682  >  41595 Len=73"
"7582","98.002882","192.168.1.52","192.168.1.40","UDP","1099","23682  >  41595 Len=1057"
"7583","98.002882","192.168.1.52","192.168.1.40","UDP","1091","23682  >  41595 Len=1049"
"7584","98.002882","192.168.1.52","192.168.1.40","UDP","1091","23682  >  41595 Len=1049"
"7585","98.002882","192.168.1.52","192.168.1.40","UDP","1091","23682  >  41595 Len=1049"
"7586","98.002882","192.168.1.52","192.168.1.40","UDP","1091","23682  >  41595 Len=1049"
"7587","98.002882","192.168.1.52","192.168.1.40","UDP","1091","23682  >  41595 Len=1049"
"7588","98.002937","192.168.1.52","192.168.1.40","UDP","1091","23682  >  41595 Len=1049"
"7589","98.002937","192.168.1.52","192.168.1.40","UDP","1090","23682  >  41595 Len=1048"
"7590","98.002937","192.168.1.52","192.168.1.40","UDP","111","23682  >  41595 Len=69"
"7591","98.010004","192.168.1.40","192.168.1.52","UDP","117","41595  >  23682 Len=75"
"7592","98.014223","192.168.1.52","192.168.1.40","UDP","114","23682  >  41595 Len=72"
"7593","98.032453","192.168.1.52","192.168.1.40","UDP","118","23682  >  41595 Len=76"
"7594","98.043915","192.168.1.40","192.168.1.52","UDP","125","41595  >  23682 Len=83"
"7595","98.043940","192.168.1.40","192.168.1.52","UDP","133","41595  >  23682 Len=91"
"7596","98.052984","192.168.1.52","192.168.1.40","UDP","111","23682  >  41595 Len=69"
"7597","98.071892","192.168.1.40","192.168.1.52","UDP","117","41595  >  23682 Len=75"
"7598","98.072779","192.168.1.52","192.168.1.40","UDP","109","23682  >  41595 Len=67"
"7599","98.085285","192.168.1.52","192.168.1.40","UDP","1009","23682  >  41595 Len=967"
"7600","98.085285","192.168.1.52","192.168.1.40","UDP","1009","23682  >  41595 Len=967"
"7601","98.085285","192.168.1.52","192.168.1.40","UDP","1009","23682  >  41595 Len=967"
"7602","98.085285","192.168.1.52","192.168.1.40","UDP","1009","23682  >  41595 Len=967"
